id_equipo,fecha,risk
EQ10003,2017-01-02,0.5101031374720855
EQ10003,2017-01-09,0.9040541513981074
EQ10003,2017-01-16,0.28801241386474974
EQ10003,2017-01-23,0.6520441078801208
EQ10003,2017-01-30,0.572004698844921
EQ10003,2017-02-06,0.6745558586487593
EQ10003,2017-02-13,0.7843882074604989
EQ10003,2017-02-20,0.38464370707920115
EQ10003,2017-02-27,0.87726299544362
EQ10003,2017-03-06,0.879604627556378
EQ10003,2017-03-13,0.011964645920663042
EQ10003,2017-03-20,0.46966368222047505
EQ10003,2017-03-27,0.275743722048055
EQ10003,2017-04-03,0.8670091955820146
EQ10003,2017-04-10,0.3409002609512135
EQ10003,2017-04-17,0.6014760130709887
EQ10003,2017-04-24,0.05988262682055867
EQ10003,2017-05-01,0.6055787540422922
EQ10003,2017-05-08,0.7191805863291774
EQ10003,2017-05-15,0.835088078580997
EQ10003,2017-05-22,0.6228143928391229
EQ10003,2017-05-29,0.5121494384285536
EQ10003,2017-06-05,0.15304036298304957
EQ10003,2017-06-12,0.3680858031694074
EQ10003,2017-06-19,0.23440742554587735
EQ10003,2017-06-26,0.7132935941227899
EQ10003,2017-07-03,0.2598467604247836
EQ10003,2017-07-10,0.9567102650223902
EQ10003,2017-07-17,0.5107249996600096
EQ10003,2017-07-24,0.7082065491257434
EQ10003,2017-07-31,0.4061018721113976
EQ10003,2017-08-07,0.1490173339291575
EQ10003,2017-08-14,0.02223931297437698
EQ10003,2017-08-21,0.44086501739524364
EQ10003,2017-08-28,0.6297931737002253
EQ10003,2017-09-04,0.7798737429664286
EQ10003,2017-09-11,0.44407872294844575
EQ10003,2017-09-18,0.7086141697543006
EQ10003,2017-09-25,0.31524991575790806
EQ10003,2017-10-02,0.8784085544120425
EQ10003,2017-10-09,0.6412286171851669
EQ10003,2017-10-16,0.8716667071203673
EQ10003,2017-10-23,0.6291236023413679
EQ10003,2017-10-30,0.44125061512653796
EQ10003,2017-11-06,0.970282399942574
EQ10003,2017-11-13,0.9858254443481628
EQ10003,2017-11-20,0.8355557173550696
EQ10003,2017-11-27,0.43099342415205144
EQ10003,2017-12-04,0.11098558388847313
EQ10003,2017-12-11,0.6012342996855508
EQ10003,2017-12-18,0.9925803628403554
EQ10003,2017-12-25,0.8208472381123743
EQ10003,2018-01-01,0.4272062559238643
EQ10003,2018-01-08,0.23233047466540802
EQ10003,2018-01-15,0.016027375904872465
EQ10003,2018-01-22,0.06657735462265046
EQ10003,2018-01-29,0.9747153705919989
EQ10003,2018-02-05,0.43772057709566603
EQ10003,2018-02-12,0.38849431469557516
EQ10003,2018-02-19,0.9263678618405998
EQ10003,2018-02-26,0.6628506756372282
EQ10003,2018-03-05,0.9221635301898972
EQ10003,2018-03-12,0.937489589302747
EQ10003,2018-03-19,0.5787615636793414
EQ10003,2018-03-26,0.48236290374728075
EQ10003,2018-04-02,0.6615501629071198
EQ10003,2018-04-09,0.4748236904954013
EQ10003,2018-04-16,0.7214930617658447
EQ10003,2018-04-23,0.9360573724812938
EQ10003,2018-04-30,0.723175920170812
EQ10003,2018-05-07,0.1295249546293471
EQ10003,2018-05-14,0.16833497885864612
EQ10003,2018-05-21,0.10224167682990559
EQ10003,2018-05-28,0.5169936757865745
EQ10003,2018-06-04,0.0006633120981862639
EQ10003,2018-06-11,0.7803703251968459
EQ10003,2018-06-18,0.5360987978178389
EQ10003,2018-06-25,0.6406008620211548
EQ10003,2018-07-02,0.6911974346929435
EQ10003,2018-07-09,0.5155517229398726
EQ10003,2018-07-16,0.8498448490214002
EQ10003,2018-07-23,0.28203548535651257
EQ10003,2018-07-30,0.31468421965907867
EQ10003,2018-08-06,0.27058583520329094
EQ10003,2018-08-13,0.4498821610456376
EQ10003,2018-08-20,0.2340692452530283
EQ10003,2018-08-27,0.042947960245721784
EQ10003,2018-09-03,0.04190861564646142
EQ10003,2018-09-10,0.0015189253473704145
EQ10003,2018-09-17,0.32154427740490743
EQ10003,2018-09-24,0.3947266671738844
EQ10003,2018-10-01,0.8381492744609644
EQ10003,2018-10-08,0.17440162844666207
EQ10003,2018-10-15,0.9635840411169779
EQ10003,2018-10-22,0.10544696536311038
EQ10003,2018-10-29,0.9927321447366502
EQ10003,2018-11-05,0.6789473109947081
EQ10003,2018-11-12,0.47228171292196097
EQ10003,2018-11-19,0.023021607706735114
EQ10003,2018-11-26,0.9661968087720484
EQ10003,2018-12-03,0.6393978585523129
EQ10003,2018-12-10,0.047360168091475585
EQ10003,2018-12-17,0.9066267823309986
EQ10006,2017-01-02,0.49715686460351705
EQ10006,2017-01-09,0.7744360207723685
EQ10006,2017-01-16,0.9302197985971281
EQ10006,2017-01-23,0.13198217291280234
EQ10006,2017-01-30,0.740366083311698
EQ10006,2017-02-06,0.42377640916060455
EQ10006,2017-02-13,0.6856402360428846
EQ10006,2017-02-20,0.22079650767731673
EQ10006,2017-02-27,0.9390046763415252
EQ10006,2017-03-06,0.020327506998061518
EQ10006,2017-03-13,0.2788399875187402
EQ10006,2017-03-20,0.367229638826984
EQ10006,2017-03-27,0.4317294735833733
EQ10006,2017-04-03,0.9776372231273884
EQ10006,2017-04-10,0.27977782104140103
EQ10006,2017-04-17,0.21054247735593912
EQ10006,2017-04-24,0.001875903165277415
EQ10006,2017-05-01,0.04392619378007523
EQ10006,2017-05-08,0.10282871230229884
EQ10006,2017-05-15,0.2824205022431816
EQ10006,2017-05-22,0.9517877381778358
EQ10006,2017-05-29,0.8585337877366235
EQ10006,2017-06-05,0.5659427948552782
EQ10006,2017-06-12,0.4934041802584659
EQ10006,2017-06-19,0.3207512447955534
EQ10006,2017-06-26,0.9791265511947482
EQ10006,2017-07-03,0.40686274813237977
EQ10006,2017-07-10,0.7372542372180259
EQ10006,2017-07-17,0.28426677139564904
EQ10006,2017-07-24,0.0847476209061726
EQ10006,2017-07-31,0.7365705932413873
EQ10006,2017-08-07,0.28941466136035865
EQ10006,2017-08-14,0.5344874826980452
EQ10006,2017-08-21,0.660005899408119
EQ10006,2017-08-28,0.8739469302189373
EQ10006,2017-09-04,0.4213556669360352
EQ10006,2017-09-11,0.20510820382346662
EQ10006,2017-09-18,0.5347158885734303
EQ10006,2017-09-25,0.564642983418291
EQ10006,2017-10-02,0.16069299113810565
EQ10006,2017-10-09,0.2695376058286666
EQ10006,2017-10-16,0.04027626498845216
EQ10006,2017-10-23,0.7585572401742052
EQ10006,2017-10-30,0.9521200076739544
EQ10006,2017-11-06,0.7231636969150887
EQ10006,2017-11-13,0.030073654073107248
EQ10006,2017-11-20,0.4332508876609563
EQ10006,2017-11-27,0.951257479590529
EQ10006,2017-12-04,0.38529926446949936
EQ10006,2017-12-11,0.18097178835139127
EQ10006,2017-12-18,0.15442283726747352
EQ10006,2017-12-25,0.4770825315223475
EQ10006,2018-01-01,0.4859100771177002
EQ10006,2018-01-08,0.4345145525918389
EQ10006,2018-01-15,0.1580840553194418
EQ10006,2018-01-22,0.2717246922162586
EQ10006,2018-01-29,0.5931229631269344
EQ10006,2018-02-05,0.45866346437597794
EQ10006,2018-02-12,0.3018738508406411
EQ10006,2018-02-19,0.30080580829693815
EQ10006,2018-02-26,0.41192437513132973
EQ10006,2018-03-05,0.913517891260507
EQ10006,2018-03-12,0.5587426997564761
EQ10006,2018-03-19,0.10556903211204238
EQ10006,2018-03-26,0.6312179247780818
EQ10006,2018-04-02,0.4543114286520751
EQ10006,2018-04-09,0.819334265822465
EQ10006,2018-04-16,0.9647991661888107
EQ10006,2018-04-23,0.7836121344389786
EQ10006,2018-04-30,0.5444499702214557
EQ10006,2018-05-07,0.7146885241177394
EQ10006,2018-05-14,0.6055051883387137
EQ10006,2018-05-21,0.0567119619686699
EQ10006,2018-05-28,0.3113120112662997
EQ10006,2018-06-04,0.19389408924796558
EQ10006,2018-06-11,0.8773831669185539
EQ10006,2018-06-18,0.519143746026295
EQ10006,2018-06-25,0.2111948277471405
EQ10006,2018-07-02,0.233627825283921
EQ10006,2018-07-09,0.275737413385016
EQ10006,2018-07-16,0.09059483508361865
EQ10006,2018-07-23,0.42473837023439287
EQ10006,2018-07-30,0.5840675383593948
EQ10006,2018-08-06,0.8268534012993806
EQ10006,2018-08-13,0.8256145095624708
EQ10006,2018-08-20,0.9759870699785125
EQ10006,2018-08-27,0.059219220565783215
EQ10006,2018-09-03,0.18116830624130076
EQ10006,2018-09-10,0.8525839255052593
EQ10006,2018-09-17,0.9626536545671257
EQ10006,2018-09-24,0.7792450611291943
EQ10006,2018-10-01,0.5128944550978479
EQ10006,2018-10-08,0.4496538620968942
EQ10006,2018-10-15,0.9239672492709806
EQ10006,2018-10-22,0.448435099334753
EQ10006,2018-10-29,0.14124542925800576
EQ10006,2018-11-05,0.21577903745021187
EQ10006,2018-11-12,0.5610842036289995
EQ10006,2018-11-19,0.5650761180014987
EQ10006,2018-11-26,0.7982958718564003
EQ10006,2018-12-03,0.9535036898328711
EQ10006,2018-12-10,0.4791519858371964
EQ10006,2018-12-17,0.38772476153624336
EQ10001,2017-01-02,0.0633195387561929
EQ10001,2017-01-09,0.29347441238382443
EQ10001,2017-01-16,0.05889166532738377
EQ10001,2017-01-23,0.29500045900200844
EQ10001,2017-01-30,0.5254409524660797
EQ10001,2017-02-06,0.9016949117717411
EQ10001,2017-02-13,0.43518042708041016
EQ10001,2017-02-20,0.832671640925637
EQ10001,2017-02-27,0.8214551270109228
EQ10001,2017-03-06,0.8390926375078561
EQ10001,2017-03-13,0.3875285045796676
EQ10001,2017-03-20,0.710707046116196
EQ10001,2017-03-27,0.6021372901243663
EQ10001,2017-04-03,0.142691613833119
EQ10001,2017-04-10,0.3655164405947816
EQ10001,2017-04-17,0.48640706228276
EQ10001,2017-04-24,0.9521449530565994
EQ10001,2017-05-01,0.30773377101070765
EQ10001,2017-05-08,4.652452876174884e-05
EQ10001,2017-05-15,0.9767611431791646
EQ10001,2017-05-22,0.5472850790305727
EQ10001,2017-05-29,0.6018151149592317
EQ10001,2017-06-05,0.15444397007542432
EQ10001,2017-06-12,0.6676621668254843
EQ10001,2017-06-19,0.8642338646112392
EQ10001,2017-06-26,0.5760664196310457
EQ10001,2017-07-03,0.11637327694183353
EQ10001,2017-07-10,0.3839715225576993
EQ10001,2017-07-17,0.7417017977331282
EQ10001,2017-07-24,0.44049131529806673
EQ10001,2017-07-31,0.9637203422735957
EQ10001,2017-08-07,0.7444118606671201
EQ10001,2017-08-14,0.6786151786926263
EQ10001,2017-08-21,0.9457763442374075
EQ10001,2017-08-28,0.8326093012091415
EQ10001,2017-09-04,0.029621627521532856
EQ10001,2017-09-11,0.1734095325448941
EQ10001,2017-09-18,0.9693032764175141
EQ10001,2017-09-25,0.13791360038169664
EQ10001,2017-10-02,0.7771896998973261
EQ10001,2017-10-09,0.6061285517236736
EQ10001,2017-10-16,0.15030155438828718
EQ10001,2017-10-23,0.33881136719106997
EQ10001,2017-10-30,0.4206405577194592
EQ10001,2017-11-06,0.4860617734751539
EQ10001,2017-11-13,0.7753617161324551
EQ10001,2017-11-20,0.5408070975858971
EQ10001,2017-11-27,0.8390728012672162
EQ10001,2017-12-04,0.1053678187371706
EQ10001,2017-12-11,0.1323021017841549
EQ10001,2017-12-18,0.24822100588771068
EQ10001,2017-12-25,0.27513432641735913
EQ10001,2018-01-01,0.39112089325928345
EQ10001,2018-01-08,0.5745703218067834
EQ10001,2018-01-15,0.33217129657638333
EQ10001,2018-01-22,0.6627662962190222
EQ10001,2018-01-29,0.8912486053203353
EQ10001,2018-02-05,0.6775530016680604
EQ10001,2018-02-12,0.23626414654648686
EQ10001,2018-02-19,0.3742277881260795
EQ10001,2018-02-26,0.9538635025732368
EQ10001,2018-03-05,0.6361553995834909
EQ10001,2018-03-12,0.24433741967605127
EQ10001,2018-03-19,0.15035414989224527
EQ10001,2018-03-26,0.818277771325116
EQ10001,2018-04-02,0.2589479620164178
EQ10001,2018-04-09,0.6621410247546133
EQ10001,2018-04-16,0.7367275532480503
EQ10001,2018-04-23,0.8378236975761854
EQ10001,2018-04-30,0.513511726667045
EQ10001,2018-05-07,0.48626784911803467
